scrape_date,source,deal_type,id,url,district,street,rooms,area_m2,floor,floor_num,floor_total,series,price_eur,price_per_m2,title
2026-09-05,ss.com,sale,56888951,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/aimgx.html,Imanta,Slokas 103,1,21.0,2/2,2,2,Spec. pr.,28000.0,1333.0,"Pārdodam dzīvokli Slokas ielā 103. Papildus dzīvoklim ir šķūnis,"
2026-09-05,ss.com,sale,57626330,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/aicox.html,Imanta,Jurmalas g. 101,1,32.0,3/9,3,9,602-th,41000.0,1281.0,"Pārdod 1 istabu dzīvokli. 
Apkalpo Rnp, mazie komunālie, sākot"
2026-09-05,ss.com,rent,58042455,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/gngjf.html,Zolitude,Gramzdas 17,3,78.0,7/9,7,9,119-th,450.0,5.77,Izīrē 3 istabu dzīvokli 7. stāvā ērtā un mierīgā Zolitūdes rajon,gngjf,,,mon
2026-09-05,ss.com,rent,58043155,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/ccieig.html,Sampeteris,Lielirbes 15,1,33.0,6/30,6,30,New,560.0,16.97,Dzīvokļa īpašnieks uzsāk rezervāciju ilgtermiņa īrei modernam 1-,ccieig,,,mon
2026-09-05,ss.com,rent,58043077,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/cdimdk.html,Sampeteris,Lielirbes 15,2,67.0,5/30,5,30,New,1000.0,14.93,Īpašnieks piedāvā ilgtermiņa īrei modernu 2-istabu dzīvokli jaun,cdimdk,,,mon
2026-09-05,ss.com,rent,58043049,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/cexhgx.html,Sampeteris,Lielirbes 15,4,92.0,5/30,5,30,New,1375.0,14.95,Īpašnieks piedāvā ilgtermiņa īrei modernu 4-istabu dzīvokli jaun,cexhgx,,,mon
2026-09-05,ss.com,rent,57274296,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/agong.html,Sampeteris,Zalves 43,4,205.0,1/4,1,4,New,1500.0,7.32,Plašs četristabu dzīvoklis ar terasi. Pilnīgi mēbelēts un aprīko,agong,,,mon
2026-09-05,ss.com,rent,58042994,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/ceimhm.html,Sampeteris,Lielirbes 15,3,85.0,12/30,12,30,New,1280.0,15.06,Īpašnieks piedāvā ilgtermiņa īrei modernu 3-istabu dzīvokli jaun,ceimhm,,,mon
2026-09-05,ss.com,rent,58042781,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/cgolbg.html,Imanta,Slokas 201,2,56.0,6/9,6,9,602-th,300.0,5.36,"Сдаётся на длительный срок уютная 2-комнатная квартира в Иманте,",cgolbg,,,mon
2026-09-05,ss.com,rent,58042595,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/cgolxp.html,Imanta,Kleistu 17,4,77.0,9/9,9,9,602-th,450.0,5.84,"Dzīvoklis labā stāvoklī, silts, saulains, daļēji mēbelēts, sadzi",cgolxp,,,mon
2026-09-05,ss.com,rent,58020157,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/aedxg.html,Imanta,Kleistu 6,1,35.0,3/5,3,5,Lit pr.,250.0,7.14,Sakarā ar pašas dzīvošanu ārzemēs piedāvāju īrei 1 istabas dzīvo,aedxg,,,mon
2026-09-05,ss.com,sale,58042601,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/ejpdx.html,Zolitude,Biezina 1,5,110.0,1/9,1,9,119-th,140000.0,1273.0,"Pārdod Plašu 5 Istabu Dzīvokli 110 M²

Pārdod plašu un mājīgu",ejpdx,,,mon
2026-09-05,ss.com,sale,53239156,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/fplmg.html,Zolitude,Anninmuizhas 13,5,183.0,11/12,11,12,New,255000.0,1393.0,"Skaists divlīmeņu dzīvoklis ar autostāvvietu ar ērtu, pārdomātu",fplmg,,,mon
2026-09-05,ss.com,sale,57676101,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/bkxlo.html,Imanta,Jurmalas g. 93,2,50.0,1/5,1,5,Lit pr.,52000.0,1040.0,Продаётся уютная 2-комнатная квартира с изолированными комнатами,bkxlo,,,mon
2026-09-05,ss.com,sale,58042480,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/gpmlp.html,Imanta,Kurzemes pr. 164,2,53.0,7/9,7,9,602-th,87200.0,1645.0,Pārdod gaišu un siltu 2-istabu dzīvokli ēkas 7. stāvā no 9 ar li,gpmlp,,,mon
2026-09-05,ss.com,sale,58042785,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/ahgdm.html,Imanta,M. Krūmu 20,1,36.0,2/9,2,9,602-th,62900.0,1747.0,"Pārdod mājīgu 1-istabas dzīvokli. 
Pārdošanā gaišs, ļoti silts",ahgdm,,,mon
2026-09-05,ss.com,rent,58043706,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/cdxifk.html,Sampeteris,Zalves 43,2,95.0,1/4,1,4,New,900.0,9.47,"Izīrē plašu, gaišu un modernu 2-istabu dzīvokli projektā ""Zalves",cdxifk,,,mon
2026-09-05,ss.com,rent,58043671,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/cpljo.html,Sampeteris,Lielirbes 13,4,125.0,24/30,24,30,New,1300.0,10.4,"4 istabu dzīvoklis. Bez komisijas maksas. 
Baudiet saulrietus n",cpljo,,,mon
2026-09-05,ss.com,sale,58043539,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/elkmf.html,Sampeteris,Zalves 52,1,33.0,5/5,5,5,103-th,47000.0,1424.0,"Владелец продаёт без посредников. 
Квартира солнечная, тёплая,",elkmf,,,mon
2026-09-05,ss.com,rent,58044125,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/ebkdb.html,Zolitude,Rostokas 20,3,76.0,4/9,4,9,119-th,300.0,3.95,Saimnieks izīrē 3 istabu dzīvokli 4. stāvā ērtā un mierīgā Zolit,ebkdb,,,mon
2026-09-05,ss.com,rent,58044417,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/eplhx.html,Imanta,Progresa 1,1,28.0,1/5,1,5,Lit pr.,200.0,7.14,"Владелец сдает на долгий срок квартиру
- 1 комнату. 
Чистая, у",eplhx,,,mon
2026-09-05,ss.com,sale,55998301,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/aellj.html,Sampeteris,Zalves 47,3,132.0,4/5,4,5,New,299500.0,2269.0,К покупке предлагается комфортная 3-комнатная квартира в малоква,aellj,,,mon
2026-09-05,ss.com,sale,57325688,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/alccp.html,Imanta,Kurzemes pr. 82,4,79.0,1/9,1,9,602-th,110000.0,1392.0,"Pārdošanā dzīvoklis pēc pilna remonta. 
Ierīkotas dzelzs durvis",alccp,,,mon
2026-09-05,ss.com,sale,57792034,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/hcngg.html,Sampeteris,Lielirbes 11,2,68.0,7/25,7,25,New,125000.0,1838.0,"Īpašnieks pārdod mājīgu 2 istabu dzīvokli 67, 5 m2 platībā Panor",hcngg,,,mon
2026-09-06,ss.com,rent,58045217,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/coegh.html,Imanta,Kurzemes pr. 130,3,62.0,5/9,5,9,602-th,420.0,6.77,"Сдам в аренду светлую , уютную и просторную меблированную трёхко",coegh,,,mon
2026-09-06,ss.com,rent,58046059,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/bgilp.html,Imanta,Dammes 11,2,49.0,5/9,5,9,602-th,400.0,8.16,"Izīrēju, 2 istabu dzīvokli uz ilgu laiku, bez starpniekiem.",bgilp,,,mon
2026-09-06,ss.com,sale,58045915,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/ecxfc.html,Zolitude,Ruses 14,3,78.0,7/9,7,9,119-th,110000.0,1410.0,Продаётся просторная и светлая 3-комнатная квартира в Золитуде у,ecxfc,,,mon
2026-09-06,ss.com,sale,58045708,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/amhkm.html,Sampeteris,Zalves 44a,2,50.0,5/5,5,5,Spec. pr.,59000.0,1180.0,Piedāvājam pārdošanai 2-istabas dzīvokli tikko renovēta mājā.,amhkm,,,mon
2026-09-06,ss.com,sale,57847599,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/fgxgc.html,Zolitude,Lejina 16,3,78.0,4/9,4,9,119-th,75500.0,968.0,"Pārdodam labu 3 istabu dzīvokli, 119. sērija, Zolitūdē, Paula Le",fgxgc,,,mon
2026-09-06,ss.com,rent,58045293,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/dhcdn.html,Zolitude,Gramzdas 80,3,79.0,1/3,1,3,New,680.0,8.61,Īpašnieks ilgtermiņā izīrē 3-istabu dzīvokli (2 guļamistabas un,dhcdn,,,mon
2026-09-06,ss.com,sale,57885293,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/aelhc.html,Zolitude,Lejina 4,1,43.0,9/9,9,9,119-th,53000.0,1233.0,Продаю 1-комнатную квартиру на 9 этаже 9-этажного дома 119 серии,aelhc,,,mon
